code,name,industry
5951,ダイニチ工,金属製品
5957,日東精工,金属製品
5958,三洋工,金属製品
5959,岡部,金属製品
5970,ジーテクト,金属製品
5974,中国工,金属製品
5975,東プレ,金属製品
5976,ネツレン,金属製品
5981,東製綱,金属製品
5985,サンコール,金属製品
5986,モリテック,金属製品
5988,パイオラックス,金属製品
5989,エイチワン,金属製品
5991,ニッパツ,金属製品
5992,中央発条,金属製品
5998,アドバネクス,金属製品
6005,三浦工,機械
6013,タクマ,機械
6028,テクノプロＨＤ,サービス業
6029,アトラ,サービス業
6032,インターワークス,サービス業
6036,ＫｅｅＰｅｒ技研,サービス業
6037,ファーストロジック,サービス業
6044,三機サービス,サービス業
6048,デザインワン,サービス業
6050,Ｅガーディアン,サービス業
6054,リブセンス,サービス業
6055,Ｊマテリアル,サービス業
6058,ベクトル,サービス業
6059,ウチヤマＨＤ,サービス業
6065,サクセスＨＤ,サービス業
6070,キャリアリンク,サービス業
6071,ＩＢＪ,サービス業
6073,アサンテ,サービス業
6077,Ｎ・フィールド,サービス業
6078,バリューＨＲ,サービス業
6080,Ｍ＆Ａキャピタル,サービス業
6082,ライドオンＥＸ,サービス業
6083,ＥＲＩ　ＨＤ,サービス業
6087,アビスト,サービス業
6089,ウィルグループ,サービス業
6093,エスクローＡＪ,サービス業
6097,日本ビューホテル,サービス業
6098,リクルートＨＤ,サービス業
6099,エラン,サービス業
6101,ツガミ,機械
6103,オークマ,機械
6104,東芝機,機械
6113,アマダＨＤ,機械
6118,アイダ,機械
6121,滝澤鉄,機械
6134,富士機,機械
6135,牧野フライス,機械
6136,ＯＳＧ,機械
6138,ダイジェット,機械
6140,旭ダイヤ,機械
6141,ＤＭＧ森精機,機械
6143,ソディック,機械
6146,ディスコ,機械
6151,日東工器,機械
6165,パンチ,機械
6167,冨士ダイス,機械
6171,土木管理総合試験所,サービス業
6178,日本郵政,サービス業
6183,ベル２４ＨＤ,サービス業
6186,一蔵,サービス業
6187,ＬＩＴＡＬＩＣＯ,サービス業
6191,エボラブルアジア,サービス業
6197,ソラスト,サービス業
6201,豊田織,輸送用機器
6203,豊和工,機械
6205,ＯＫＫ,機械
6208,石川製,機械
6210,東洋機械,機械
6217,津田駒工,機械
6218,エンシュウ,機械
6222,島精機,機械
6236,ＮＣＨＤ,機械
6238,フリュー,機械
6240,ヤマシンフィルタ,機械
6247,日阪製作,機械
6250,やまびこ,機械
6262,ペガサス,機械
6268,ナブテスコ,機械
6269,三井海洋,機械
6272,レオン自機,機械
6273,ＳＭＣ,機械
6274,新川,機械
6277,ホソカワミクロン,機械
6278,ユニオンツール,機械
6282,オイレス工,機械
6284,ＡＳＢ機械,機械
6287,サトーＨＤ,機械
6291,エアーテック,機械
6293,日精樹脂,機械
6294,オカダアイヨン,機械
6298,ワイエイシイＨＤ,機械
6301,コマツ,機械
6302,住友重,機械
6305,日立建機,機械
6306,日工,機械
6309,巴工業,機械
6310,井関農,機械
6315,ＴＯＷＡ,機械
6316,丸山製,機械
6317,北川鉄,機械
6319,シンニッタン,鉄鋼
6323,ローツェ,機械
6325,タカキタ,機械
6326,クボタ,機械
6328,荏原実業,機械
6330,洋エンジ,建設業
6331,菱化工機,機械
6332,月島機,機械
6333,帝国電機,機械
6335,東京機,機械
6339,新東工,機械
6340,渋谷工,機械
6345,アイチ,機械
6349,小森,機械
6351,鶴見製,機械
6355,住友精密,機械
6358,酒井重,機械
6361,荏原製,機械
6362,石井鉄,機械
6363,酉島製,機械
6364,北越工,機械
6366,千代化建,建設業
6367,ダイキン工,機械
6368,オルガノ,機械
6369,トーヨーカネツ,機械
6370,栗田工,機械
6371,椿本チエイン,機械
6373,大同工,機械
6376,日機装,精密機器
6378,木村化工,機械
6379,新興プラン,建設業
6381,アネスト岩田,機械
6383,ダイフク,機械
6387,サムコ,機械
6390,加藤製,機械
6393,油研工,機械
6395,タダノ,機械
6406,フジテック,機械
6407,ＣＫＤ,機械
6409,キトー,機械
6412,平和,機械
6413,理想科学,機械
6417,ＳＡＮＫＹＯ,機械
6418,日金銭,機械
6419,マースエンジ,機械
6420,福島工業,機械
6428,オーイズミ,機械
6430,ダイコク電,機械
6432,竹内製作所,機械
6436,アマノ,機械
6440,ＪＵＫＩ,機械
6444,サンデンＨＤ,機械
6445,蛇の目,機械
6448,ブラザー,電気機器
6454,マックス,機械
6455,モリタＨＤ,輸送用機器
6457,グローリー,機械
6458,新晃工業,機械
6459,大和冷機,機械
6460,セガサミーＨＤ,機械
6461,日ピストン,機械
6462,リケン,機械
6463,ＴＰＲ,機械
6464,ツバキ・ナカシマ,機械
6465,ホシザキ,機械
6470,大豊工業,機械
6471,日本精工,機械
6472,ＮＴＮ,機械
6473,ジェイテクト,機械
6474,不二越,機械
6479,ミネベアミツミ,電気機器
6480,日トムソン,機械
6481,ＴＨＫ,機械
6482,ユーシン精機,機械
6485,前沢給装,機械
6486,イーグル工,機械
6489,前沢工,機械
6490,日ピラ工,機械
6498,キッツ,機械
6501,日立,電気機器
6502,東芝,電気機器
6503,三菱電,電気機器
6504,富士電機,電気機器
6505,東洋電,電気機器
6506,安川電,電気機器
6507,シンフォニア,電気機器
6508,明電舎,電気機器
6513,オリジン電,電気機器
6516,山洋電気,電気機器
6517,デンヨー,電気機器
6581,日立工機,機械
6584,三桜工,輸送用機器
6586,マキタ,機械
6588,東芝テック,電気機器
6590,芝浦,電気機器
6592,マブチモーター,電気機器
6594,日本電産,電気機器
6615,ＵＭＣエレ,電気機器
6617,東光高岳,電気機器
6619,ＷＳＣＯＰＥ,電気機器
6620,宮越ＨＤ,電気機器
6622,ダイヘン,電気機器
6624,田淵電機,電気機器
6630,ヤーマン,電気機器
6632,ＪＶＣＫＷ,電気機器
6638,Ｍｉｍａｋｉ,電気機器
6640,第一精工,電気機器
6641,日新電,電気機器
6644,大崎電,電気機器
6645,オムロン,電気機器
6651,日東工,電気機器
6652,ＩＤＥＣ,電気機器
6654,不二電機工業,電気機器
6674,ＧＳユアサ,電気機器
6675,サクサ,電気機器
6676,メルコ,電気機器
6678,テクノメディカ,電気機器
6701,ＮＥＣ,電気機器
6702,富士通,電気機器
6703,ＯＫＩ,電気機器
6704,岩崎通,電気機器
6706,電気興,電気機器
6707,サンケン電,電気機器
6715,ナカヨ,電気機器
6718,アイホン,電気機器
6723,ルネサス,電気機器
6724,エプソン,電気機器
6727,ワコム,電気機器
6728,アルバック,電気機器
6730,アクセル,電気機器
6737,ＥＩＺＯ,電気機器
6740,ＪＤＩ,電気機器
6741,日信号,電気機器
6742,京三製,電気機器
6744,能美防災,電気機器
6745,ホーチキ,電気機器
6750,エレコム,電気機器
6751,日無線,電気機器
6752,パナソニック,電気機器
6754,アンリツ,電気機器
6755,富士通ゼ,電気機器
6756,日立国際,電気機器
6758,ソニー,電気機器
6762,ＴＤＫ,電気機器
6763,帝通工,電気機器
6768,タムラ製,電気機器
6770,アルプス電,電気機器
6771,池上通,電気機器
6773,パイオニア,電気機器
6779,日電波,電気機器
6785,鈴木,電気機器
6788,日本トリム,電気機器
6789,ローランドＤＧ,電気機器
6791,コロムビア,情報・通信業
6794,フォスター電,電気機器
6796,クラリオン,電気機器
6798,ＳＭＫ,電気機器
6800,ヨコオ,電気機器
6803,ティアック,電気機器
6804,ホシデン,電気機器
6806,ヒロセ電,電気機器
6807,航空電子,電気機器
6809,ＴＯＡ,電気機器
6810,日立マクセル,電気機器
6814,古野電気,電気機器
6815,ユニデンＨＤ,電気機器
6816,アルパイン,電気機器
6817,スミダ,電気機器
6820,アイコム,電気機器
6823,リオン,電気機器
6826,本多通信,電気機器
6839,船井電機,電気機器
6841,横河電,電気機器
6844,新電元,電気機器
6845,アズビル,電気機器
6848,東亜ディーケーケー,電気機器
6849,日本光電,電気機器
6850,チノー,電気機器
6853,共和電,電気機器
6855,電子材料,電気機器
6856,堀場製,電気機器
6857,アドバンテス,電気機器
6858,小野測器,電気機器
6859,エスペック,電気機器
6861,キーエンス,電気機器
6866,日置電,電気機器
6869,シスメックス,電気機器
6871,日マイクロニクス,電気機器
6875,メガチップス,電気機器
6877,ＯＢＡＲＡ－Ｇ,電気機器
6879,イマジカロボットＨＤ,情報・通信業
6901,沢藤電,電気機器
6902,デンソー,輸送用機器
6905,コーセル,電気機器
6908,イリソ電子工業,電気機器
6911,新日無,電気機器
6914,オプテックスグループ,電気機器
6915,千代インテ,電気機器
6916,アイオーデータ,電気機器
6920,レーザーテック,電気機器
6923,スタンレー電,電気機器
6924,岩崎電,電気機器
6925,ウシオ電,電気機器
6926,ＯＫＡＹＡ,電気機器
6927,ヘリオステクノＨ,電気機器
6929,日セラミック,電気機器
6932,遠藤照明,電気機器
6937,古河電池,電気機器
6938,双信電機,電気機器
6941,山一電機,電気機器
6947,図研,電気機器
6951,日電子,電気機器
6952,カシオ計,電気機器
6954,ファナック,電気機器
6958,ＣＭＫ,電気機器
6961,エンプラス,電気機器
6962,大真空,電気機器
6963,ローム,電気機器
6965,浜松ホトニク,電気機器
6966,三井ハイテク,電気機器
6967,新光電工,電気機器
6971,京セラ,電気機器
6973,協栄産,卸売業
6976,太陽誘電,電気機器
6981,村田製,電気機器
6985,ユーシン,電気機器
6986,双葉電子,電気機器
6988,日東電,化学
6989,北電工業,電気機器
6995,東海理電,輸送用機器
6996,ニチコン,電気機器
6997,日ケミコン,電気機器
6999,ＫＯＡ,電気機器
7003,三井造,輸送用機器
7004,日立造,機械
7011,三菱重,機械
7012,川崎重,輸送用機器
7013,ＩＨＩ,機械
7014,名村造船,輸送用機器
7022,サノヤスＨＤ,輸送用機器
7102,日車輌,輸送用機器
7105,ニチユ三菱,輸送用機器
7122,近畿車輌,輸送用機器
7148,ＦＰＧ,証券、商品先物取引業
7150,島根銀行,銀行業
7161,じもとＨＤ,銀行業
7164,全国保証,その他金融業
7167,めぶきＦＧ,銀行業
7173,東京ＴＹＦＧ,銀行業
7180,九州ＦＧ,銀行業
7181,かんぽ生命保険,保険業
7182,ゆうちょ銀行,銀行業
7184,富山第一銀行,銀行業
7186,コンコルディアＦＧ,銀行業
7189,西日本ＦＨ,銀行業
7201,日産自,輸送用機器
7202,いすゞ自,輸送用機器
7203,トヨタ自,輸送用機器
7205,日野自,輸送用機器
7211,三菱自,輸送用機器
7212,エフテック,輸送用機器
7213,レシップＨＤ,輸送用機器
7214,ＧＭＢ,輸送用機器
7215,ファルテック,輸送用機器
7220,武蔵精密,輸送用機器
7222,日産車体,輸送用機器
7224,新明和工,輸送用機器
7226,極東開,輸送用機器
7230,日信工業,輸送用機器
7231,トピー工,輸送用機器
7236,ティラド,輸送用機器
7238,曙ブレーキ,輸送用機器
7239,タチエス,輸送用機器
7240,ＮＯＫ,輸送用機器
7241,フタバ産,輸送用機器
7242,ＫＹＢ,輸送用機器
7244,市光工,電気機器
7245,大同メタル,輸送用機器
7246,プレス工,輸送用機器
7247,ミクニ,輸送用機器
7250,太平洋工,輸送用機器
7251,ケーヒン,輸送用機器
7256,河西工,輸送用機器
7259,アイシン精機,輸送用機器
7260,富士機工,輸送用機器
7261,マツダ,輸送用機器
7266,今仙電機,輸送用機器
7267,ホンダ,輸送用機器
7269,スズキ,輸送用機器
7270,ＳＵＢＡＲＵ,輸送用機器
7271,安永,輸送用機器
7272,ヤマハ発,輸送用機器
7274,ショーワ,輸送用機器
7276,小糸製,電気機器
7277,ＴＢＫ,輸送用機器
7278,エクセディ,輸送用機器
7280,ミツバ,電気機器
7282,豊田合,輸送用機器
7283,愛三工,輸送用機器
7284,盟和産,輸送用機器
7294,ヨロズ,輸送用機器
7296,ＦＣＣ,輸送用機器
7305,新家工,鉄鋼
7309,シマノ,輸送用機器
7312,タカタ,輸送用機器
7313,ＴＳテック,輸送用機器
7408,ジャムコ,輸送用機器
7414,小野建,卸売業
7416,はるやまＨＤ,小売業
7419,ノジマ,小売業
7420,佐鳥電機,卸売業
7421,カッパ・クリエイト,小売業
7427,エコーＴＤ,卸売業
7433,伯東,卸売業
7438,コンドーテック,卸売業
7442,中山福,卸売業
7445,ライトオン,小売業
7447,ナガイレーベ,卸売業
7448,ジンズメイト,小売業
7451,三菱食品,卸売業
7453,良品計画,小売業
7455,三城ＨＤ,小売業
7456,松田産,卸売業
7458,第一興商,卸売業
7459,メディパル,卸売業
7463,アドヴァン,小売業
7466,ＳＰＫ,卸売業
7467,萩原電気,卸売業
7475,アルビス,小売業
7476,アズワン,卸売業
7480,スズデン,卸売業
7481,尾家産,卸売業
7482,シモジマ,卸売業
7483,ドウシシャ,卸売業
7487,小津産業,卸売業
7494,コナカ,小売業
7504,高速,卸売業
7506,ハウスローゼ,小売業
7508,ＧセブンＨＤ,小売業
7510,たけびし,卸売業
7512,イオン北海,小売業
7513,コジマ,小売業
7514,ヒマラヤ,小売業
7516,コーナン商,小売業
7517,黒田電,卸売業
7518,ネットワン,情報・通信業
7520,エコス,小売業
7522,ワタミ,小売業
7524,マルシェ,小売業
7525,リックス,卸売業
7527,システムソフト,情報・通信業
7532,ドンキホーテＨＤ,小売業
7537,丸文,卸売業
7545,西松屋チェ,小売業
7550,ゼンショーＨＤ,小売業
7552,ハピネット,卸売業
7554,幸楽苑ＨＤ,小売業
7561,ハークスレイ,小売業
7570,橋本総業ＨＤ,卸売業
7575,日本ライフライン,卸売業
7581,サイゼリヤ,小売業
7591,エクセル,卸売業
7593,ＶＴＨＤ,小売業
7594,マルカキカイ,卸売業
7595,アルゴグラフ,情報・通信業
7596,魚力,小売業
7599,ＩＤＯＭ,卸売業
7600,ＭＤＭ,卸売業
7601,ポプラ,小売業
7605,フジコーポレーション,小売業
7606,Ｕアローズ,小売業
7607,進和,卸売業
7608,ＳＫジャパン,卸売業
7609,ダイトロン,卸売業
7611,ハイデ日高,小売業
7613,シークス,卸売業
7615,京都友禅,小売業
7616,コロワイド,小売業
7618,ＰＣＤＥＰＯＴ,小売業
7619,田中商事,卸売業
7628,オーハシテクニカ,卸売業
7630,壱番屋,小売業
7637,白銅,卸売業
7640,トップカルチャ,小売業
7646,ＰＬＡＮＴ,小売業
7649,スギＨＤ,小売業
7701,島津製,精密機器
7702,ＪＭＳ,精密機器
7709,クボテック,精密機器
7715,長野計器,精密機器
7717,Ｖテク,精密機器
7718,スター精密,機械
7721,東京計器,精密機器
7723,愛知時,精密機器
7725,インターアクション,精密機器
7727,オーバル,精密機器
7729,東精密,精密機器
7730,マニー,精密機器
7731,ニコン,精密機器
7732,トプコン,精密機器
7733,オリンパス,精密機器
7734,理計器,精密機器
7735,スクリン,電気機器
7739,キヤノン電子,電気機器
7740,タムロン,精密機器
7741,ＨＯＹＡ,精密機器
7743,シード,精密機器
7744,ノーリツ鋼機,精密機器
7745,Ａ＆Ｄ,精密機器
7751,キヤノン,電気機器
7752,リコー,電気機器
7762,シチズン時計,精密機器
7769,リズム時,精密機器
7775,大研医器,精密機器
7780,メニコン,精密機器
7816,スノーピーク,その他製品
7817,パラベッド,その他製品
7818,トランザクション,その他製品
7819,ＳＨＯ－ＢＩ,その他製品
7820,ニホンフラッシュ,その他製品
7821,前田工繊,その他製品
7822,永大産業,その他製品
7823,アートネイチャー,その他製品
7825,ダンロップス,その他製品
7832,バンナムＨＤ,その他製品
7833,アイフィスジャパン,その他製品
7838,共立印刷,その他製品
7839,ＳＨＯＥＩ,その他製品
7840,フラベッドＨ,その他製品
7844,マーベラス,情報・通信業
7846,パイロット,その他製品
7856,萩原工業,その他製品
7860,エイベックス,情報・通信業
7862,トッパンフォー,その他製品
7864,フジシール,その他製品
7867,タカラトミー,その他製品
7868,広済堂,その他製品
7872,Ａｓ－ｍｅエステール,その他製品
7873,アーク,その他製品
7874,レック,化学
7885,タカノ,その他製品
7893,プロネクサス,その他製品
7897,ホクシン,その他製品
7898,ウッドワン,その他製品
7905,大建工,その他製品
7908,ＫＩＭＯＴＯ,化学
7911,凸版印,その他製品
7912,大日印,その他製品
7913,図書印,その他製品
7914,共同印,その他製品
7915,日写印,その他製品
7916,光村印,その他製品
7917,藤森工業,化学
7918,ヴィアＨＤ,小売業
7921,宝印刷,その他製品
7925,前沢化成,化学
7936,アシックス,その他製品
7937,ツツミ,その他製品
7942,ＪＳＰ,化学
7943,ニチハ,ガラス・土石製品
7947,エフピコ,化学
7949,小松ウオール,その他製品
7951,ヤマハ,その他製品
7952,河合楽器,その他製品
7955,クリナップ,その他製品
7956,ピジョン,その他製品
7958,天馬,化学
7961,兼松サステック,その他製品
7962,キングジム,その他製品
7966,リンテック,その他製品
7968,ＴＡＳＡＫＩ,その他製品
7970,信越ポリマ,化学
7971,東リ,化学
7972,イトーキ,その他製品
7974,任天堂,その他製品
7976,三菱鉛筆,その他製品
7979,松風,精密機器
7981,タカラスタン,その他製品
7984,コクヨ,その他製品
7987,ナカバヤシ,その他製品
7988,ニフコ,化学
7989,立川ブライ,金属製品
7990,グローブライド,その他製品
7994,岡村製,その他製品
7995,日バルカー,化学
7999,ＭＵＴＯＨ－ＨＤ,電気機器
8001,伊藤忠,卸売業
8002,丸紅,卸売業
8005,スクロール,小売業
8007,高島,卸売業
8008,４℃　ＨＤ,小売業
8011,三陽商,繊維製品
8012,長瀬産,卸売業
8013,ナイガイ,繊維製品
8014,蝶理,卸売業
8015,豊田通商,卸売業
8016,オンワードＨＤ,繊維製品
8018,三共生興,卸売業
8020,兼松,卸売業
8022,ミズノ,その他製品
8025,ツカモト,卸売業
8028,ユニー・ファミマ,小売業
8029,ルック,繊維製品
8031,三井物産,卸売業
8032,紙パル商,卸売業
8035,東エレク,電気機器
8036,日立ハイテク,卸売業
8037,カメイ,卸売業
8038,東都水,卸売業
8041,ＯＵＧ　ＨＤ,卸売業
8043,スターゼン,卸売業
8050,セイコーＨＤ,精密機器
8051,山善,卸売業
8052,椿本興,卸売業
8053,住友商,卸売業
8056,日ユニシス,情報・通信業
8057,内田洋行,卸売業
8058,三菱商事,卸売業
8059,第一実業,卸売業
8060,キヤノンＭＪ,卸売業
8061,西華産,卸売業
8065,佐藤商,卸売業
8068,菱洋エレク,卸売業
8070,東京産,卸売業
8074,ユアサ商,卸売業
8075,神鋼商,卸売業
8077,小林産業,卸売業
8078,阪和興,卸売業
8081,カナデン,卸売業
8084,菱電商,卸売業
8086,ニプロ,精密機器
8087,フルサト,卸売業
8088,岩谷産,卸売業
8089,すてきＮ,卸売業
8090,昭光通商,卸売業
8091,ニチモウ,卸売業
8093,極東貿易,卸売業
8095,イワキ,卸売業
8096,兼松エレク,情報・通信業
8097,三愛石,卸売業
8098,稲畑産,卸売業
8101,ＧＳＩクレオス,卸売業
8103,明和産,卸売業
8107,キムラタン,繊維製品
8111,ゴルドウイン,繊維製品
8113,ユニチャーム,化学
8114,デサント,繊維製品
8118,キング,繊維製品
8125,ワキタ,卸売業
8127,ヤマトインター,繊維製品
8129,東邦ＨＤ,卸売業
8130,サンゲツ,卸売業
8131,ミツウロコＧＨＤ,卸売業
8132,シナネンＨＤ,卸売業
8133,エネクス,卸売業
8136,サンリオ,卸売業
8137,サンワテクノス,卸売業
8140,リョーサン,卸売業
8141,新光商,卸売業
8142,トーホー,卸売業
8150,三信電気,卸売業
8151,東陽テクニカ,卸売業
8153,モスフード,卸売業
8154,加賀電子,卸売業
8155,三益半導,金属製品
8158,ソーダニッカ,卸売業
8159,立花エレ,卸売業
8160,木曽路,小売業
8163,サトＲＳ,小売業
8165,千趣会,小売業
8166,タカキュー,小売業
8168,ケーヨー,小売業
8173,上新電,小売業
8179,ロイヤルＨＤ,小売業
8181,東天紅,小売業
8182,いなげや,小売業
8184,島忠,小売業
8185,チヨダ,小売業
8194,ライフコーポ,小売業
8200,リンガーハット,小売業
8201,さが美,小売業
8203,ＭｒＭａｘ,小売業
8207,テンアライド,小売業
8214,ＡＯＫＩ　ＨＤ,小売業
8217,オークワ,小売業
8218,コメリ,小売業
8219,青山商,小売業
8227,しまむら,小売業
8230,はせがわ,小売業
8233,高島屋,小売業
8237,松屋,小売業
8242,Ｈ２Ｏリテイル,小売業
8244,近鉄百貨店,小売業
8251,パルコ,小売業
8252,丸井Ｇ,小売業
8253,クレセゾン,その他金融業
8255,アクシアル,小売業
8260,井筒屋,小売業
8267,イオン,小売業
8273,イズミ,小売業
8274,東武ストア,小売業
8275,フォーバル,卸売業
8276,平和堂,小売業
8278,フジ,小売業
8279,ヤオコー,小売業
8281,ゼビオＨＤ,小売業
8282,ケーズＨＤ,小売業
8283,ＰＡＬＴＡＣ,卸売業
8285,三谷産業,卸売業
8289,ＯｌｙｍｐｉｃＧ,小売業
8291,日産東ＨＤ,小売業
8303,新生銀,銀行業
8304,あおぞら,銀行業
8306,三菱ＵＦＪ,銀行業
8308,りそなＨＤ,銀行業
8309,三住トラスト,銀行業
8316,三井住友,銀行業
8324,第四銀,銀行業
8325,北越銀,銀行業
8331,千葉銀,銀行業
8334,群馬銀,銀行業
8336,武蔵野銀,銀行業
8337,千葉興銀,銀行業
8338,筑波銀行,銀行業
8341,七十七銀,銀行業
8342,青森銀,銀行業
8343,秋田銀,銀行業
8344,山形銀,銀行業
8345,岩手銀,銀行業
8346,東邦銀,銀行業
8349,東北銀,銀行業
8350,みち銀,銀行業
8354,ふくおか,銀行業
8355,静岡銀,銀行業
8356,十六銀,銀行業
8358,スルガ銀,銀行業
8359,八十二銀,銀行業
8360,山梨中銀,銀行業
8361,大垣銀,銀行業
8362,福井銀,銀行業
8363,北国銀,銀行業
8364,清水銀,銀行業
8365,富山銀行,銀行業
8366,滋賀銀,銀行業
8367,南都銀,銀行業
8368,百五銀,銀行業
8369,京都銀,銀行業
8370,紀陽銀行,銀行業
8374,三重銀,銀行業
8377,ほくほく,銀行業
8379,広島銀,銀行業
8381,山陰合銀,銀行業
8382,中国銀,銀行業
8383,鳥取銀,銀行業
8385,伊予銀,銀行業
8386,百十四銀,銀行業
8387,四国銀,銀行業
8388,阿波銀,銀行業
8392,大分銀,銀行業
8393,宮崎銀,銀行業
8395,佐賀銀,銀行業
8396,十八銀,銀行業
8397,沖縄銀,銀行業
8399,琉球銀,銀行業
8410,セブン銀行,銀行業
8411,みずほ,銀行業
8416,高知銀行,銀行業
8418,山口ＦＧ,銀行業
8423,アクリーティブ,その他金融業
8424,芙蓉リース,その他金融業
8425,興銀リース,その他金融業
8439,東京センチュリー,その他金融業
8473,ＳＢＩ,証券、商品先物取引業
8511,日証金,その他金融業
8515,アイフル,その他金融業
8518,アジア投資,証券、商品先物取引業
8519,ポケットＣ,その他金融業
8521,長野銀,銀行業
8522,名古屋銀,銀行業
8524,北洋銀行,銀行業
8527,愛知銀,銀行業
8529,第三銀,銀行業
8530,中京銀,銀行業
8537,大光銀,銀行業
8541,愛媛銀,銀行業
8542,トマト銀,銀行業
8543,みなと銀,銀行業
8544,京葉銀,銀行業
8545,関西ア銀,銀行業
8550,栃木銀,銀行業
8551,北日本銀,銀行業
8558,東和銀,銀行業
8562,福島銀,銀行業
8563,大東銀,銀行業
8566,リコーリース,その他金融業
8570,イオンＦＳ,その他金融業
8572,アコム,その他金融業
8584,ジャックス,その他金融業
8585,オリコ,その他金融業
8586,日立キャピ,その他金融業
8589,アプラスＦ,その他金融業
8591,オリックス,その他金融業
8593,三菱Ｕリース,その他金融業
8595,ジャフコ,証券、商品先物取引業
8600,トモニＨＤ,銀行業
8601,大和証Ｇ,証券、商品先物取引業
8604,野村,証券、商品先物取引業
8609,岡三,証券、商品先物取引業
8613,丸三証,証券、商品先物取引業
8614,東洋証,証券、商品先物取引業
8616,東海東京,証券、商品先物取引業
8617,光世証,証券、商品先物取引業
8622,水戸証,証券、商品先物取引業
8624,いちよし,証券、商品先物取引業
8628,松井証,証券、商品先物取引業
8630,ＳＯＭＰＯＨＤ,保険業
8692,だいこう,証券、商品先物取引業
8697,ＪＰＸ,その他金融業
8698,マネックスＧ,証券、商品先物取引業
8703,ＫＡＢＵ．ＣＯＭ,証券、商品先物取引業
8706,極東証券,証券、商品先物取引業
8707,岩井コスモ,証券、商品先物取引業
8708,アイザワ証,証券、商品先物取引業
8713,フィデアＨＤ,銀行業
8714,池田泉州,銀行業
8715,アニコム　ＨＤ,保険業
8725,ＭＳ＆ＡＤ,保険業
8729,ソニーＦＨ,保険業
8732,マネパＧ,証券、商品先物取引業
8742,小林洋行,証券、商品先物取引業
8750,第一生命ＨＤ,保険業
8766,東京海上,保険業
8771,Ｅギャランティ,その他金融業
8772,アサックス,その他金融業
8793,ＮＥＣキャピ,その他金融業
8795,Ｔ＆ＤＨＤ,保険業
8798,アドバンスクリエイト,保険業
8801,三井不,不動産業
8802,三菱地所,不動産業
8803,平和不,不動産業
8804,東建物,不動産業
8806,ダイビル,不動産業
8818,京阪神ビ,不動産業
8830,住友不,不動産業
8835,太平洋発,卸売業
8840,大京,不動産業
8841,テーオーシー,不動産業
8842,楽天地,不動産業
8848,レオパレス２１,不動産業
8850,スターツ,不動産業
8860,フジ住宅,不動産業
8864,空港施設,不動産業
8869,明和地所,不動産業
8871,ゴールドクレ,不動産業
8876,リログループ,サービス業
8877,エスリード,不動産業
8881,日神不,不動産業
8892,日本エスコン,不動産業
8897,タカラレーベン,不動産業
8904,サンヨーナゴヤ,不動産業
8905,イオンモール,不動産業
8917,ファースト住建,不動産業
8918,ランド,不動産業
8920,東祥,サービス業
8923,トーセイ,不動産業
8928,穴吹興産,不動産業
8933,ＮＴＴ都市,不動産業
8934,サンフロンティア,不動産業
8935,ＦＪネクスト,不動産業
8940,インテリックス,不動産業
8944,ランビジネス,不動産業
8999,グランディ,不動産業
9001,東武,陸運業
9003,相鉄ＨＤ,陸運業
9005,東急,陸運業
9006,京急,陸運業
9007,小田急,陸運業
9008,京王,陸運業
9009,京成,陸運業
9010,富士急,陸運業
9014,新京成,陸運業
9020,ＪＲ東,陸運業
9021,ＪＲ西,陸運業
9022,ＪＲ東海,陸運業
9024,西武ホールディングス,陸運業
9025,鴻池運輸,陸運業
9031,西鉄,陸運業
9037,ハマキョウ,陸運業
9039,サカイ引越,陸運業
9041,近鉄ＧＨＤ,陸運業
9042,阪急阪神,陸運業
9044,南海電鉄,陸運業
9045,京阪ＨＤ,陸運業
9046,神戸電鉄,陸運業
9048,名鉄,陸運業
9052,山陽電鉄,陸運業
9058,トランコム,倉庫・運輸関連業
9062,日通,陸運業
9064,ヤマトＨＤ,陸運業
9065,山九,陸運業
9066,日新,倉庫・運輸関連業
9067,丸運,陸運業
9068,丸全運,陸運業
9069,センコーグループＨＤ,陸運業
9070,トナミＨＤ,陸運業
9072,ニッコンＨＤ,陸運業
9074,日石輸,陸運業
9075,福山運,陸運業
9076,セイノーＨＤ,陸運業
9081,神奈中交,陸運業
9086,日立物流,陸運業
9090,丸和運輸機関,陸運業
9099,Ｃ＆ＦロジＨＤ,陸運業
9101,郵船,海運業
9104,商船三井,海運業
9107,川崎船,海運業
9110,ユナイテド海,海運業
9115,明治海,海運業
9119,飯野海,海運業
9130,共栄タンカー,海運業
9142,ＪＲ九州,陸運業
9201,ＪＡＬ,空運業
9202,ＡＮＡ,空運業
9232,パスコ,空運業
9301,三菱倉,倉庫・運輸関連業
9302,三井倉ＨＤ,倉庫・運輸関連業
9303,住友倉,倉庫・運輸関連業
9304,渋沢倉,倉庫・運輸関連業
9305,ヤマタネ,卸売業
9306,東陽倉,倉庫・運輸関連業
9308,乾汽船,海運業
9310,トランスシティ,倉庫・運輸関連業
9312,ケイヒン,倉庫・運輸関連業
9319,中央倉庫,倉庫・運輸関連業
9324,安田倉,倉庫・運輸関連業
9351,洋埠頭,倉庫・運輸関連業
9358,宇徳,倉庫・運輸関連業
9364,上組,倉庫・運輸関連業
9366,サンリツ,倉庫・運輸関連業
9368,キムラユニティー,倉庫・運輸関連業
9369,キユソ流通,倉庫・運輸関連業
9370,郵船ロジ,倉庫・運輸関連業
